No,LocID,Location,MidPeriod,TFR,NRR,CBR,Births,LEx,IMR,Deaths,CNMR,GrowthRate,NatIncr,SRB,RANDOM
1146,1585,UNICEF Programme Regions: Europe and Central Asia (CEECIS),2018,2.08,0.968,15.557,21475.149,73.96,13.342,12422.73,0.405,0.696,6.558,1.06,0.500929594
176,1530,Caribbean Community and Common Market (CARICOM),2013,2.767,1.203,22.705,1978.212,65.54,48.165,740.55,-2.782,1.143,14.205,1.05,0.217889577
808,1484,More developed: Europe,2008,1.557,0.736,10.877,39857.076,75.3,6.433,41375.15,2.359,0.194,-0.415,1.06,0.120976838
531,266,Gabon,2018,4,1.813,31.996,333.827,66.06,35.276,72.089,1.562,2.669,25.087,1.03,0.989634489
213,446,"China, Macao SAR",2018,1.2,0.582,11.028,34.502,84.04,2.624,12.254,7.991,1.511,7.111,1.05,0.884797887
1062,275,State of Palestine,2018,3.668,1.735,29.426,708.469,73.82,17.458,83.401,-2.194,2.38,25.962,1.05,0.816509002
355,2049,ESCAP: HDI groups,2008,2.267,0.994,18.323,377139.335,69.76,37.079,152694.881,-0.607,1.03,10.905,1.1,0.348859308
1071,740,Suriname,2018,2.43,1.131,18.666,53.468,71.49,17.493,20.972,-1.745,0.96,11.345,1.08,0.788274514
860,1518,No income group available,2013,2.583,1.235,18.37,248.997,78.42,12.114,77.054,-3.817,0.887,12.685,1.03,0.149064231
1061,275,State of Palestine,2013,4.25,2.005,32.895,705.988,73.09,19.3,75.386,-7.318,2.209,29.382,1.05,0.89984586
654,2089,LLDC: Europe,2018,1.325,0.637,10.4,318.943,73,11.775,339.695,-0.389,-0.107,-0.676,1.06,0.932925424
956,642,Romania,2013,1.511,0.723,9.939,1003.726,74.94,8.352,1250.418,-2.971,-0.541,-2.442,1.058,0.950926239
658,1607,Land-locked Countries,2008,4.206,1.741,31.971,73312.307,60.73,60.859,23795.145,-1.362,2.025,21.594,1.04,0.893053972
78,31,Azerbaijan,2018,2.083,0.952,17.084,844.029,72.81,20.832,333.593,0.121,1.046,10.332,1.125,0.820104961
1160,1592,UNICEF Programme Regions: West and Central Africa (WCARO),2013,5.623,2.207,40.357,90130.345,55.49,69.758,25805.706,-0.714,2.813,28.802,1.04,0.183281065
9,1823,African Group,2018,4.441,1.904,33.648,211953.782,62.64,47.482,51593.604,-0.371,2.512,25.457,1.04,0.214658682
392,2054,ESCAP: income groups,2013,2.163,0.963,17.169,371478.818,71.72,29.296,155494.184,-0.298,0.969,9.983,1.1,0.235253051
79,1525,BRIC,2008,2.116,0.919,17.096,245774.226,69.46,35.322,109167.51,-0.174,0.933,9.502,1.12,0.520495937
480,748,Eswatini,2018,3.026,1.359,26.713,151.207,59.31,41.357,53.32,-7.378,0.992,17.293,1.027,0.61438318
71,927,Australia/New Zealand,2013,1.91,0.92,13.432,1849.27,82.19,3.75,907.254,7.846,1.469,6.842,1.06,0.230208138
739,1500,Low-income countries,2008,5.288,2.157,38.706,109444.155,57.61,66.814,29878.501,-1.383,2.68,28.139,1.04,0.350571453
562,1524,Group of Twenty (G20) - member states,2008,2.113,0.934,16.528,347285.894,71.69,29.791,161126.79,0.437,0.93,8.859,1.1,0.416552134
1275,1508,WB region: Sub-Saharan Africa (excluding high income),2018,4.718,2.002,35.415,188701.965,60.66,51.202,46296.377,-0.34,2.642,26.726,1.04,0.358108013
90,48,Bahrain,2018,1.998,0.968,14.19,109.031,77.1,5.969,18.305,31.105,4.308,11.808,1.038,0.17632205
710,902,Less developed regions,2013,2.656,1.166,21.228,628638.522,69.14,37.077,212992.353,-0.491,1.355,14.035,1.07,0.145881341
437,910,Eastern Africa,2013,4.905,2.115,36.89,67230.711,60.97,50.426,15100.867,-0.975,2.767,28.604,1.03,0.484513101
589,1503,High-income countries,2008,1.763,0.84,12.073,70888.881,79.31,5.926,48667.204,3.965,0.775,3.785,1.05,0.912068291
763,470,Malta,2008,1.393,0.67,9.48,19.408,80.29,5.59,15.548,2.802,0.469,1.886,1.06,0.29191793
348,1054,ESCAP: ASEAN,2018,2.22,1.032,17.562,57094.007,72.46,19.414,21113.738,-0.55,1.052,11.068,1.06,0.054063194
1033,728,South Sudan,2008,5.6,2.13,39.369,1677.526,53.28,78.568,551.695,19.868,4.65,26.422,1.04,0.900279467
756,458,Malaysia,2018,2.01,0.962,16.836,2636.421,75.93,5.899,791.38,1.596,1.338,11.782,1.06,0.480958356
513,242,Fiji,2018,2.787,1.28,21.473,94.754,67.27,20.322,35.931,-7.027,0.63,13.33,1.06,0.989035818
560,1522,Group of Seven (G7),2013,1.732,0.826,10.999,41128.8,80.72,4.574,33613.675,3.172,0.518,2.01,1.05,0.738218967
451,1538,Economic Community of Central African States (ECCAS),2008,6.126,2.393,43.793,30496.447,54.33,85.322,8764.288,0.562,3.184,31.207,1.03,0.342676545
429,2064,ESCWA: Mashreq countries,2018,3.273,1.542,26.329,22941.013,71.78,17.498,4654.375,-2.8,1.82,20.987,1.06,0.084391581
891,578,Norway,2018,1.68,0.811,11.064,293.778,82.18,2.065,212.37,5.273,0.834,3.066,1.058,0.301868648
196,830,Channel Islands,2008,1.564,0.75,10.852,8.448,80.93,7.579,6.371,7.669,1.034,2.668,1.057,0.71335281
431,1765,ESCWA: member countries,2013,3.426,1.575,27.107,43823.091,70.64,26.132,8788.58,0.265,2.196,21.671,1.05,0.712281631
753,454,Malawi,2018,4.25,1.912,34.255,3072.248,63.43,41.329,607.337,-0.895,2.663,27.483,1.03,0.594857603
5,903,Africa,2013,4.73,1.978,35.863,199194.633,60.25,55.933,51798.613,-0.767,2.581,26.537,1.04,0.218630046
508,986,European Union (EU: 28),2008,1.587,0.761,10.764,26840.259,79.06,4.451,24422.352,2.389,0.336,0.969,1.06,0.055379105
233,2077,Commonwealth: Caribbean and Americas,2013,1.697,0.806,11.848,2466.759,80.44,7.802,1522.718,5.543,1.008,4.534,1.05,0.095997599
267,2098,Countries with Access to the Sea: Northern America,2018,1.753,0.843,11.813,21438.111,79.15,5.7,15581.517,3.296,0.652,3.227,1.05,0.386864107
136,68,Bolivia (Plurinational State of),2008,3.4,1.488,26.217,1263.709,66.62,42.121,379.72,-1.404,1.694,18.339,1.05,0.328998658
223,2074,Commonwealth of Nations,2008,3.249,1.367,25.875,274052.79,63.86,56.66,91482.192,-0.146,1.71,17.238,1.08,0.02279282
1291,1597,WHO: South-East Asia region (SEARO),2008,2.665,1.158,21.994,193208.976,66.45,45.098,66142.311,-1.146,1.332,14.465,1.09,0.569571782
412,2056,ESCAP: upper middle income,2008,1.646,0.745,13.109,105335.241,72.88,17.26,60469.794,0.101,0.569,5.583,1.15,0.185510149
977,662,Saint Lucia,2013,1.507,0.723,12.689,11.205,75.2,16.002,6.166,0,0.571,5.706,1.03,0.21145343
1303,922,Western Asia,2008,3.029,1.415,23.993,26271.308,72.3,23.382,5762.009,5.802,2.456,18.731,1.05,0.470863344
775,175,Mayotte,2008,4.6,2.238,36.383,35.185,77.95,5.634,2.565,-2.068,3.173,33.731,1.03,0.100244728
768,474,Martinique,2018,1.88,0.911,9.907,18.668,82.27,5.567,17.084,-2.547,-0.171,0.841,1.04,0.551201418
1209,784,United Arab Emirates,2018,1.42,0.687,10.381,497.064,77.75,5.515,69.561,4.177,1.311,8.928,1.045,0.918715468
288,384,C̫te d'Ivoire,2018,4.68,1.953,35.895,4451.418,57.24,60.422,1259.28,-0.323,2.545,25.74,1.03,0.893079087
1029,931,South America,2018,1.947,0.924,15.583,32846.17,75.63,14.22,13399.043,-0.498,0.873,9.226,1.05,0.539286935
752,454,Malawi,2013,4.88,2.118,37.871,2961.983,59.56,52.552,676.025,-1.026,2.825,29.228,1.03,0.580585436
787,583,Micronesia (Fed. States of),2008,3.622,1.63,24.888,13.007,66.02,34.953,3.947,-23.493,-0.616,17.336,1.07,0.479349301
504,1544,European Free Trade Agreement (EFTA),2018,1.6,0.771,10.64,753.282,83.04,2.808,564.551,5.681,0.835,2.666,1.05,0.262883907
400,2051,ESCAP: lower middle HDI,2008,1.843,0.832,14.905,141261.548,72.6,21.626,64178.484,-0.669,0.746,8.133,1.13,0.634387539
596,348,Hungary,2013,1.332,0.642,9.081,447.37,75.25,4.961,626.821,0.609,-0.303,-3.643,1.053,0.859842724
591,1503,High-income countries,2018,1.675,0.797,10.821,67552.569,80.87,4.583,54637.4,2.602,0.467,2.069,1.05,0.876208715
428,2064,ESCWA: Mashreq countries,2013,3.526,1.647,28.937,22894.617,70.73,20.768,4417.677,-2.872,2.05,23.353,1.06,0.006974372
1189,2033,UNICEF Regions: Sub-Saharan Africa,2008,5.388,2.126,39.711,161979.369,54.31,72.708,49426.058,-0.571,2.706,27.594,1.04,0.761399694
1035,728,South Sudan,2018,4.736,1.923,35.191,1927.514,57.42,64.363,578.448,-15.902,0.873,24.63,1.04,0.882231553
358,1060,ESCAP: Landlocked countries (LLDCs),2008,3.254,1.434,26.955,18252.804,65.38,49.853,5239.677,-4.047,1.518,19.217,1.06,0.688086377
798,496,Mongolia,2018,2.902,1.387,24.441,383.518,69.55,18.09,99.403,-0.272,1.785,18.106,1.03,0.945450395
755,458,Malaysia,2013,2.106,1.006,17.143,2506.214,74.96,6.421,693.283,1.71,1.412,12.401,1.06,0.519713615
304,214,Dominican Republic,2008,2.57,1.201,22.013,1034.169,71.45,29.544,282.534,-3.273,1.273,15.999,1.05,0.319798194
307,1737,ECE: North America-2,2008,2.015,0.969,13.548,22703.112,78.44,6.648,13457.085,4.031,0.955,5.518,1.05,0.357247463
980,670,Saint Vincent and the Grenadines,2013,2.008,0.957,15.383,8.361,71.89,17.362,4.549,-5.398,0.162,7.013,1.03,0.529543754
237,2078,Commonwealth: Europe,2018,1.74,0.841,11.516,3943.942,81.16,3.766,3196.485,3.892,0.607,2.182,1.05,0.612168686
49,51,Armenia,2008,1.72,0.778,15.084,220.933,72.74,20.988,141.519,-12.519,-0.71,5.422,1.151,0.947349082
906,2086,Organization for Security and Co-operation in Europe (OSCE),2018,1.788,0.847,12.006,76949.785,78.03,7.06,61902.849,2.165,0.451,2.348,1.05,0.049008316
870,1555,North Atlantic Treaty Organization (NATO),2018,1.71,0.815,11.125,51929.502,79.92,5.004,42855.449,2.638,0.458,1.944,1.05,0.158350399
1046,5501,Southern Asia,2013,2.532,1.122,20.947,185400.3,67.98,42.352,61925.429,-0.925,1.303,13.951,1.09,0.033708378
1007,702,Singapore,2013,1.233,0.591,9.523,255.308,82.3,2.065,111.359,11.826,1.721,5.369,1.073,0.277237513
403,2055,ESCAP: lower middle income,2008,2.369,1.098,20.191,51182.535,70.05,26.062,16331.153,-1.7,1.205,13.749,1.06,0.874106987
974,2092,SIDS Pacific,2013,3.649,1.613,27.634,1494.506,64.97,41.135,408.299,-2.266,1.783,20.084,1.08,0.178471657
886,924,Northern Europe,2008,1.847,0.89,12.382,6089.263,79.16,4.395,4724.809,5.544,0.832,2.774,1.05,0.850263736
1190,2033,UNICEF Regions: Sub-Saharan Africa,2013,5.083,2.095,37.772,176432.351,58.06,60.482,46838.19,-0.647,2.714,27.744,1.04,0.413327389
1097,780,Trinidad and Tobago,2013,1.796,0.847,14.749,99.503,72.48,26.09,53.316,-0.593,0.625,6.846,1.038,0.306073298
24,2083,African Union: Southern Africa,2018,3.83,1.707,31.11,27092.862,61.74,45.697,7369.91,-0.082,2.259,22.647,1.03,0.296843511
1268,1512,WB region: Middle East and North Africa (excluding high income),2013,2.979,1.389,25.399,44275.288,72.46,22.535,9283.947,-2.182,1.79,20.073,1.06,0.14928223
1095,776,Tonga,2018,3.576,1.681,24.454,12.623,70.74,12.544,3.71,-7.747,0.952,17.267,1.05,0.282289747
1171,2039,UNICEF Regions: Eastern and Southern Africa,2008,4.976,2.051,37.653,80559.949,55.67,63.334,23743.231,-0.667,2.592,26.556,1.03,0.125861186
975,2092,SIDS Pacific,2018,3.459,1.545,26.152,1545.687,66.27,35.994,417.538,-1.408,1.769,19.087,1.08,0.340855211
953,498,Republic of Moldova,2013,1.275,0.606,10.944,223.164,70.97,14.174,231.522,-0.344,-0.075,-0.41,1.059,0.495975994
969,2093,"SIDS Atlantic, and Indian Ocean, Mediterranean and South China Sea (AIMS)",2018,2.391,1.065,17.635,1374.954,74.19,29.207,448.707,4.373,1.626,11.88,1.05,0.084710556
814,1486,More developed: Oceania,2008,1.985,0.955,13.99,1778.094,81.28,4.503,840.466,10.018,1.741,7.377,1.06,0.84540312
1086,764,Thailand,2018,1.535,0.731,10.462,3622.935,76.83,7.752,2634.694,0.281,0.313,2.854,1.062,0.741272276
714,948,"Less developed regions, excluding China",2018,2.836,1.263,22.517,548006.7,69.07,35.353,170190.439,-0.517,1.501,15.524,1.06,0.842276258
370,2048,ESCAP: WB High income econ.,2008,1.365,0.656,9.537,10308.042,81.95,3.167,8091.712,2.054,0.41,2.05,1.06,0.755366028
737,440,Lithuania,2013,1.594,0.767,10.437,158.003,73.99,4.364,203.724,-9.658,-1.268,-3.02,1.052,0.430559686
1056,724,Spain,2018,1.33,0.64,8.516,1988.996,83.36,2.348,2106.138,0.856,0.035,-0.501,1.064,0.981525198
510,986,European Union (EU: 28),2018,1.58,0.76,9.816,25072.977,81.01,3.24,26077.066,2.187,0.179,-0.393,1.06,0.701824421
1284,1596,WHO: Americas (AMRO),2018,1.959,0.927,14.834,73946.24,76.72,12.654,35480.252,0.775,0.849,7.716,1.05,0.776707744
873,807,North Macedonia,2018,1.5,0.715,10.886,113.288,75.6,10.69,104.241,-0.48,0.039,0.869,1.064,0.902255973
218,170,Colombia,2013,1.92,0.912,16.081,3728.416,75.99,14.438,1237.071,-0.834,0.991,10.746,1.05,0.053778028
761,466,Mali,2013,6.35,2.483,44.751,3634.677,56.23,78.465,942.808,-3.724,2.947,33.143,1.05,0.507451946
1112,1819,UNFPA Regions,2013,2.661,1.169,21.308,623329.841,68.91,37.358,214611.092,-0.638,1.334,13.972,1.07,0.301700284
826,516,Namibia,2008,3.608,1.523,30.02,304.488,53.01,43.46,132.649,0.859,1.781,16.942,1.009,0.147939243
1114,1611,UNFPA: Arab States (AS),2008,3.527,1.589,28.109,41325.572,68.95,34.915,8997.222,-1.749,2.026,21.989,1.05,0.335984788
82,1526,BRICS,2008,2.124,0.922,17.205,251605.309,69.17,35.617,112524.456,-0.113,0.94,9.51,1.12,0.106822966
184,5500,Central Asia,2008,2.673,1.224,23.386,7089.184,67.45,36.559,2273.577,-1.519,1.437,15.886,1.06,0.2605784
1155,1590,UNICEF Programme Regions: Middle East and North Africa (MENARO),2018,2.969,1.377,23.673,56525.444,72.95,21.294,12225.922,-0.628,1.794,18.553,1.05,0.913486222
1024,710,South Africa,2008,2.625,1.121,23.537,5831.083,54.7,48.08,3356.946,3.48,1.347,9.987,1.031,0.553812597
1148,2041,UNICEF Programme Regions: Latin America,2013,2.142,1.012,17.757,53261.584,74.39,17.143,18045.722,-0.852,1.089,11.741,1.05,0.831341732
1311,1827,Western European and Others Group (WEOG),2018,1.75,0.833,11.399,51893.199,80.49,4.894,39905.65,3.168,0.58,2.633,1.05,0.872960885
436,910,Eastern Africa,2008,5.377,2.206,39.525,62697.423,56.07,62.555,16995.728,-0.989,2.787,28.811,1.03,0.438728953
1269,1512,WB region: Middle East and North Africa (excluding high income),2018,2.92,1.361,23.844,45343.561,73.55,19.587,9934.894,-1.681,1.695,18.62,1.06,0.076313911
598,352,Iceland,2008,2.131,1.033,15.022,23.108,81.39,1.994,9.761,7.805,1.649,8.677,1.05,0.617820157
1116,1611,UNFPA: Arab States (AS),2018,3.389,1.55,26.582,47848.031,71.05,27.051,10320.481,-1.631,1.923,20.848,1.05,0.44973004
1141,1587,UNICEF Programme Regions: Eastern and Southern Africa (ESARO),2008,4.996,2.053,37.887,74261.726,55.1,64.298,22219.678,-0.206,2.638,26.551,1.03,0.835613267
127,64,Bhutan,2008,2.55,1.149,20.987,70.003,67.05,39.488,22.272,-3.289,1.102,14.31,1.04,0.736806321
228,2075,Commonwealth: Africa,2018,4.484,1.886,34.14,93757.953,59.63,50.468,24885.883,0.225,2.534,25.078,1.04,0.728859503
51,51,Armenia,2018,1.756,0.818,14.163,208.501,74.87,10.777,145.825,-1.697,0.256,4.258,1.113,0.467881642
1301,914,Western Africa,2013,5.515,2.145,39.678,65346.167,55.06,68.482,19269.528,-0.85,2.717,27.977,1.05,0.569066315
1210,826,United Kingdom,2008,1.862,0.898,12.543,3880.391,79.69,4.832,2897.946,7.077,1.025,3.176,1.051,0.848329804
927,600,Paraguay,2018,2.446,1.147,20.716,715.787,74.08,19.024,189.21,-2.396,1.285,15.24,1.05,0.396784539
901,1505,Organisation for Economic Co-operation and Development (OECD),2008,1.837,0.865,12.798,77998.465,78.88,7.689,49478.818,2.494,0.717,4.679,1.05,0.072309917
982,882,Samoa,2008,4.468,2.078,29.232,26.723,71,16.641,5.418,-16.501,0.68,23.305,1.08,0.989768701
526,258,French Polynesia,2008,2.167,1.041,17.522,23.008,74.99,8.778,6.323,-6.869,0.584,12.707,1.05,0.563620991
602,356,India,2013,2.396,1.055,19.56,124419.959,67.77,39.082,46198.653,-0.369,1.193,12.297,1.099,0.395554373
351,1057,ESCAP: Central Asia,2018,2.615,1.217,21.881,9654.172,72.03,20.058,2927.811,-0.789,1.446,15.245,1.07,0.47927378
1292,1597,WHO: South-East Asia region (SEARO),2013,2.356,1.049,19.28,180133.738,68.63,35.542,65922.137,-0.856,1.137,12.224,1.08,0.787676597
516,246,Finland,2018,1.53,0.742,9.351,257.65,81.64,1.705,268.056,2.54,0.216,-0.377,1.047,0.548935509
694,1476,Least developed: Asia,2008,3.025,1.344,25.556,37057.901,65.79,50.017,10217.498,-4.917,1.36,18.51,1.05,0.669164574
659,1607,Land-locked Countries,2013,4.009,1.729,30.941,78702.807,64.62,49.122,21991.984,-1.137,2.118,22.295,1.04,0.580087895
197,830,Channel Islands,2013,1.582,0.759,10.543,8.569,81.97,6.748,6.477,4.392,0.697,2.574,1.057,0.785825414
1065,947,Sub-Saharan Africa,2018,4.725,2.002,35.504,182220.487,60.52,51.469,44866.24,-0.305,2.65,26.762,1.04,0.726910943
246,178,Congo,2018,4.45,1.997,33.05,857.167,64.16,35.292,175.169,-0.771,2.556,26.296,1.03,0.154964008
972,2091,SIDS Caribbean,2018,2.202,0.998,16.64,3581.825,72.53,30.669,1721.07,-4.424,0.422,8.645,1.05,0.901153462
672,1830,Latin America and the Caribbean,2013,2.138,1.01,17.693,53754.486,74.44,17.093,18342.344,-0.932,1.073,11.656,1.05,0.790794116
1009,703,Slovakia,2008,1.317,0.635,10.411,281.19,74.77,6.196,266.997,-0.328,0.02,0.525,1.05,0.706589416
262,2097,Countries with Access to the Sea: Latin America and the Caribbean,2008,2.236,1.053,18.827,52597.648,73.61,19.651,16378.597,-1.291,1.168,12.964,1.05,0.429262
1246,860,Uzbekistan,2008,2.49,1.139,22.437,3081.996,69.1,40.729,853.754,-1.02,1.521,16.222,1.067,0.723528861
992,686,Senegal,2013,5,2.229,37.653,2565.727,65.74,38.269,451.417,-3.141,2.793,31.028,1.036,0.245594428
557,1523,Group of Eight (G8),2013,1.725,0.823,11.319,50489.852,78.76,5.272,43269.548,3.063,0.468,1.619,1.05,0.307961123
473,232,Eritrea,2013,4.35,1.932,33.899,551.978,63.42,45.008,133.592,-15.108,1.059,25.695,1.052,0.25621451
153,100,Bulgaria,2018,1.558,0.748,8.956,316.774,74.85,6.288,544.067,-0.679,-0.711,-6.426,1.06,0.930895741
314,1744,ECLAC: Latin America,2013,2.142,1.012,17.751,52845.216,74.41,17.13,17885.465,-0.828,1.092,11.743,1.05,0.041910431
788,583,Micronesia (Fed. States of),2013,3.325,1.51,23.682,12.54,66.89,30.28,3.56,-5.664,1.13,16.959,1.07,0.659270677
426,2063,ESCWA: Maghreb countries,2018,2.667,1.249,21.35,10218.05,76.15,19.267,2419.343,-0.704,1.56,16.295,1.05,0.829422299
1191,2033,UNICEF Regions: Sub-Saharan Africa,2018,4.713,2,35.382,188915.321,60.69,51.164,46364.756,-0.34,2.64,26.698,1.04,0.778337547
47,32,Argentina,2013,2.33,1.117,17.915,3760.953,75.67,12.056,1611.291,0.143,1.039,10.24,1.04,0.580031992
631,398,Kazakhstan,2008,2.541,1.183,21.568,1706.87,66.08,23.856,822.205,-0.445,1.074,11.178,1.06,0.382169114
580,1561,Gulf Cooperation Council (GCC),2008,2.893,1.4,20.792,4160.573,73.97,11.231,597.666,32.976,5.106,17.805,1.03,0.587074997
420,2066,ESCWA: Arab least developed countries,2018,4.469,1.94,33.364,15097.991,63.82,48.953,3377.536,-1.283,2.465,25.9,1.04,0.975791212
843,1552,New EU member states (joined since 2004),2018,1.516,0.73,9.852,5141.665,77.4,4.155,6016.717,-1.174,-0.285,-1.677,1.06,0.87129276
668,418,Lao People's Democratic Republic,2013,2.93,1.309,25.612,831.766,65.49,46.967,227.461,-3.458,1.516,18.608,1.05,0.740196506
770,478,Mauritania,2013,4.88,2.092,35.944,677.593,63.21,58.863,150.485,1.326,2.934,27.961,1.05,0.913133069
1134,1818,UNICEF PROGRAMME REGIONS,2018,2.594,1.155,20.074,634489.051,70.52,31.892,225908.419,-0.463,1.247,12.927,1.07,0.59121793
416,2062,ESCWA: Arab countries,2013,3.47,1.583,27.475,51615.559,70.4,29.027,10534.953,0.025,2.191,21.867,1.05,0.418564276
383,2044,ESCAP: WB income groups,2013,2.163,0.963,17.169,371477.138,71.72,29.296,155493.499,-0.298,0.969,9.983,1.1,0.788084189
1177,2031,UNICEF Regions: Latin America and Caribbean,2008,2.26,1.063,18.999,54566.688,73.45,20.228,16921.825,-1.321,1.179,13.107,1.05,0.151016332
1016,1637,Small Island Developing States (SIDS),2013,2.552,1.143,19.667,6593.805,71,35.039,2460.148,-1.585,1.075,12.329,1.06,0.877021251
996,688,Serbia,2018,1.461,0.698,9.552,420.614,75.77,4.899,580.024,0.454,-0.317,-3.62,1.073,0.107689001
140,70,Bosnia and Herzegovina,2013,1.314,0.634,9.054,161.503,76.52,6.911,179.085,-14.494,-1.549,-0.986,1.053,0.028987703
705,422,Lebanon,2018,2.09,1.001,17.568,586.681,78.82,9.416,143.859,-4.493,0.877,13.26,1.05,0.923160244
671,904,Latin America and the Caribbean,2008,2.26,1.063,18.999,54566.688,73.45,20.228,16921.825,-1.321,1.179,13.107,1.05,0.568595161
1152,1589,UNICEF Programme Regions: Latin America and Caribbean (LACRO),2018,2.048,0.968,16.564,52492.975,75.2,15.498,19893.634,-0.67,0.962,10.287,1.05,0.496749738
444,923,Eastern Europe,2018,1.657,0.794,11.326,16632.942,73.75,5.534,18615.943,0.412,-0.094,-1.351,1.06,0.769734951
537,268,Georgia,2018,2.062,0.983,13.596,272.379,73.52,9.37,257.388,-2.496,-0.175,0.748,1.065,0.034388193
1279,1593,WHO: African region (AFRO),2008,5.252,2.077,39.078,157198.984,54.73,72.13,47989.055,-0.367,2.682,27.149,1.04,0.224829005
564,1524,Group of Twenty (G20) - member states,2018,1.958,0.893,14.355,328050.143,74.88,18.386,173256.32,0.473,0.725,6.774,1.09,0.053687527
1196,2030,UNICEF Regions: Western Europe,2013,1.585,0.763,10.324,25182.395,80.67,3.502,23478.2,2.318,0.302,0.699,1.05,0.512948051
765,470,Malta,2018,1.45,0.698,9.831,21.508,82.29,4.973,18.028,2.057,0.365,1.591,1.06,0.104518781
217,170,Colombia,2008,2.1,0.994,17.793,3908.675,74.83,16.946,1138.697,-0.888,1.173,12.609,1.05,0.983289639
1248,860,Uzbekistan,2018,2.43,1.138,21.821,3513.188,71.53,20.834,929.231,-0.275,1.578,16.049,1.062,0.84826166
74,40,Austria,2013,1.449,0.699,9.445,403.513,80.99,3.33,401.966,6.254,0.629,0.036,1.055,0.722279332
1003,694,Sierra Leone,2008,5.565,1.92,40.691,1226.963,46.99,122.09,516.956,1.99,2.557,23.547,1.018,0.430594306
803,901,More developed regions,2013,1.667,0.796,11.099,69132.585,78.43,5.161,61805.336,2.332,0.351,1.176,1.05,0.289251497
118,2071,Belt-Road Initiative: Latin America and the Caribbean,2008,2.362,1.109,19.367,17856.54,74.09,18.567,5299.955,-2.653,1.097,13.619,1.05,0.044383271
938,957,Polynesia,2013,2.945,1.405,21.314,70.54,73.67,13.218,19.079,-12.466,0.308,15.549,1.06,0.458928922
452,1538,Economic Community of Central African States (ECCAS),2013,5.815,2.374,41.962,34206.098,57.6,71.017,8603.872,-0.254,3.122,31.407,1.03,0.39670802
54,533,Aruba,2018,1.9,0.907,11.657,6.152,76.08,13.607,4.736,1.902,0.459,2.683,1.05,0.121212025
663,1674,Land-locked Countries (Others),2018,1.555,0.75,10.292,3197.573,78.16,3.497,3412.582,2.72,0.203,-0.692,1.06,0.183721174
99,112,Belarus,2018,1.71,0.821,11.84,559.091,74.49,2.97,592.843,0.924,0.021,-0.714,1.063,0.354381326
52,533,Aruba,2008,1.76,0.837,11.699,5.899,74.67,16.179,3.822,-0.875,0.324,4.119,1.05,0.392101353
167,120,Cameroon,2013,4.95,2.023,38.276,4175.895,56.28,70.656,1182.769,-0.33,2.715,27.435,1.03,0.376138479
899,512,Oman,2013,2.9,1.387,21.302,389.234,76.22,9.602,49.104,48.478,6.773,18.615,1.05,0.166870028
145,76,Brazil,2008,1.86,0.879,16.06,15330.508,72.8,20.344,5743.977,0,1.004,10.043,1.05,0.754938352
352,1055,ESCAP: ECO,2008,3.148,1.388,25.822,52752.066,67.14,55.32,14407.555,-1.185,1.76,18.769,1.07,0.712414271
1036,920,South-Eastern Asia,2008,2.419,1.11,20.316,58819.996,69.62,28.562,19105.811,-1.355,1.237,13.717,1.06,0.696539796
1002,2073,Shanghai Cooperation Organization (SCO),2018,2.099,0.94,15.863,252970.49,72.44,26.686,117920.427,-0.308,0.816,8.468,1.11,0.551956064
386,2053,ESCAP: high HDI,2013,1.422,0.683,9.283,10193.232,82.85,2.659,8939.963,2.062,0.32,1.141,1.06,0.168217254
1087,626,Timor-Leste,2008,5.3,2.355,33.083,172.748,66.16,53.266,36.291,-7.292,1.886,26.133,1.05,0.946384548
417,2062,ESCWA: Arab countries,2018,3.27,1.495,25.337,52744.103,71.47,25.897,11243.766,-0.677,1.927,19.936,1.05,0.610012969
462,218,Ecuador,2018,2.44,1.157,19.856,1680.568,76.7,13.601,431.533,2.15,1.692,14.757,1.05,0.44000036
1326,894,Zambia,2018,4.656,2.078,36.283,3107.921,63.26,45.608,563.329,-0.467,2.929,29.707,1.031,0.674591255
1174,2029,UNICEF Regions: Europe and Central Asia,2008,1.724,0.8,12.444,54784.733,74.42,12.093,46458.947,1.804,0.37,1.892,1.06,0.553334176
70,927,Australia/New Zealand,2008,1.985,0.955,13.99,1778.094,81.28,4.503,840.466,10.018,1.741,7.377,1.06,0.331990008
415,2062,ESCWA: Arab countries,2008,3.481,1.576,27.387,45899.732,69.33,33.416,9723.594,2.244,2.386,21.585,1.05,0.547854644
130,1527,Black Sea Economic Cooperation (BSEC),2008,1.642,0.768,12.877,21356.327,69.35,13.756,20587.22,0.412,0.088,0.464,1.06,0.335376593
625,392,Japan,2008,1.339,0.646,8.675,5570.693,82.65,2.553,5632.039,0.432,0.034,-0.095,1.056,0.639032758
495,1506,Europe (48),2018,1.61,0.777,10.424,38847.368,78.33,4.167,41075.387,1.826,0.123,-0.598,1.06,0.614470396
323,1074,ESCAP region: North and Central Asia,2013,2.07,0.96,16.706,18891.775,70.11,17.318,12643.709,1.323,0.685,5.525,1.07,0.207145741
854,562,Niger,2013,7.35,3,48.732,4442.609,59.16,55.9,923.882,0.207,3.893,38.598,1.05,0.279420203
724,1481,Less developed: Latin America and the Caribbean,2008,2.26,1.063,18.999,54566.688,73.45,20.228,16921.825,-1.321,1.179,13.107,1.05,0.469202027
