No,LocID,Location,MidPeriod,TFR,NRR,CBR,Births,LEx,IMR,Deaths,CNMR,GrowthRate,NatIncr,SRB,RANDOM
606,360,Indonesia,2018,2.32,1.088,18.205,24208.402,71.41,18.909,8573.264,-0.372,1.139,11.758,1.05,0.214056946
252,1638,Countries with Access to the Sea,2018,2.361,1.054,17.622,618679.844,72.75,27.705,264601.633,0.028,1.011,10.085,1.07,0.880418496
296,208,Denmark,2013,1.73,0.835,10.414,292.728,80.14,3.507,265.721,3.801,0.476,0.961,1.056,0.121666024
613,372,Ireland,2008,2.003,0.963,16.25,353.264,79.68,3.705,137.446,9.075,1.902,9.927,1.06,0.3371318
374,2045,ESCAP: WB Low income econ.,2013,3.233,1.425,25.262,10569.514,66.57,45.974,3159.111,-3.694,1.402,17.712,1.06,0.032444674
137,68,Bolivia (Plurinational State of),2013,3.05,1.367,23.921,1250.965,69.26,32.399,372.206,-1.102,1.571,16.804,1.05,0.210479092
813,1485,More developed: Northern America,2018,1.753,0.843,11.813,21438.111,79.15,5.7,15581.517,3.296,0.652,3.227,1.05,0.946209566
270,2099,Countries with Access to the Sea: Oceania,2018,2.357,1.085,16.653,3436.123,78.44,17.962,1398.173,3.786,1.367,9.877,1.06,0.841152452
1154,1590,UNICEF Programme Regions: Middle East and North Africa (MENARO),2013,3.066,1.421,25.358,55081.702,71.88,24.28,11380.622,-0.109,2.003,20.119,1.05,0.24537683
320,1071,ESCAP region: East and North-East Asia,2013,1.632,0.741,12.277,98320.63,76.3,11.617,57659.127,-0.088,0.499,5.077,1.14,0.533735803
667,418,Lao People's Democratic Republic,2008,3.4,1.477,28.145,844.417,62.99,57.527,236.669,-3.675,1.659,20.257,1.05,0.315006344
305,214,Dominican Republic,2013,2.45,1.148,20.874,1042.49,72.62,27.494,302.926,-3.064,1.175,14.808,1.05,0.61651437
1085,764,Thailand,2013,1.535,0.727,11.24,3819.154,75.18,10.083,2466.982,0.492,0.447,3.979,1.062,0.074201039
318,1746,ECLAC: The Caribbean,2018,1.862,0.877,13.442,816.414,76.41,13.029,483.066,-9.506,-0.402,5.488,1.05,0.239046268
1288,1594,WHO: European Region (EURO),2008,1.733,0.805,12.512,55499.083,74.46,11.987,46635.168,1.85,0.385,1.998,1.06,0.830656045
1252,862,Venezuela (Bolivarian Republic of),2008,2.547,1.212,21.486,2947.491,72.99,14.791,739.782,-1.46,1.464,16.093,1.05,0.562692542
641,414,Kuwait,2013,2.1,1.012,17.803,303.878,74.86,8.161,40.175,33.98,4.968,15.449,1.045,0.056674129
250,1638,Countries with Access to the Sea,2008,2.473,1.08,19.492,613082.938,69.63,38.6,247683.605,0.099,1.172,11.617,1.08,0.296783972
729,1482,Less developed: Oceania,2018,3.457,1.544,26.137,1546.483,66.29,35.981,417.983,-1.428,1.766,19.073,1.08,0.336607316
1127,1613,UNFPA: Latin America and the Caribbean (LAC),2013,2.141,1.011,17.737,53477.947,74.39,17.147,18163.312,-0.844,1.087,11.713,1.05,0.717329076
1322,887,Yemen,2013,4.4,1.965,33.548,4164.417,66,43.283,746.377,-0.604,2.697,27.535,1.05,0.965918443
523,254,French Guiana,2008,3.6,1.728,27.972,30.487,78.04,10.546,3.462,2.756,2.76,24.796,1.05,0.378665458
894,909,Oceania,2018,2.357,1.085,16.653,3436.123,78.44,17.962,1398.173,3.786,1.367,9.877,1.06,0.357492953
146,76,Brazil,2013,1.77,0.841,14.87,14876.876,74.34,15.793,6134.669,0.016,0.876,8.738,1.05,0.973763981
329,1073,ESCAP region: South and South-West Asia,2013,2.516,1.117,20.797,191916.687,68.28,41.316,64002.475,-0.696,1.317,13.861,1.09,0.020366311
40,24,Angola,2008,6.35,2.477,46.78,5004.301,52.69,104.21,1438.959,3.34,3.677,33.329,1.02,0.0618202
192,921,Central and Southern Asia,2018,2.409,1.08,19.699,192609.295,69.48,35.237,67458.388,-0.692,1.211,12.8,1.09,0.896724373
496,1829,Europe and Northern America,2008,1.7,0.808,11.715,62568.346,76.16,6.512,54837.279,2.882,0.433,1.447,1.05,0.723288412
220,1566,Commonwealth of Independent States (CIS),2008,1.741,0.808,14.052,19383.222,67.17,21.581,18166.414,1.466,0.235,0.882,1.07,0.638239861
337,2058,ESCAP: ADB Group A (Concessional assistanceÂ only),2008,3.4,1.474,27.469,18963.408,63.22,54.321,5667.884,-5.848,1.342,19.259,1.05,0.116173646
937,957,Polynesia,2008,3.168,1.502,23.256,75.738,72.56,14.721,18.289,-14.283,0.336,17.64,1.06,0.063764653
1266,1511,WB region: Latin America and Caribbean (excluding high income),2018,2.041,0.964,16.666,46804.349,74.93,16.179,17301.554,-0.977,0.953,10.505,1.05,0.658028706
114,2069,Belt-Road Initiative: Asia,2018,2.478,1.129,19.887,151283.363,72.22,29.055,46501.531,-0.346,1.343,13.774,1.06,0.875332787
933,608,Philippines,2018,2.58,1.198,20.576,10889.397,71.03,19.663,3085.762,-0.634,1.412,14.745,1.06,0.365091298
655,2090,LLDC: Latin America,2008,3.202,1.431,25.121,1969.04,68.61,35.649,543.228,-2.368,1.583,18.191,1.05,0.053947768
673,904,Latin America and the Caribbean,2013,2.138,1.01,17.693,53754.486,74.44,17.093,18342.344,-0.932,1.073,11.656,1.05,0.291000258
1060,275,State of Palestine,2008,4.602,2.164,33.99,648.657,72.45,21.046,67.32,-5.432,2.506,30.462,1.05,0.108883913
240,2079,Commonwealth: Pacific,2018,2.36,1.086,16.659,3349.689,78.47,18.093,1368.708,3.981,1.384,9.852,1.06,0.916223826
474,232,Eritrea,2018,4.1,1.865,30.636,527.655,65.74,34.721,124.762,-11.571,1.182,23.392,1.052,0.202139907
634,404,Kenya,2008,4.65,1.984,37.106,7296.52,58.49,51.115,1701.395,-0.963,2.753,28.454,1.03,0.651151607
676,1532,Latin American Integration Association (ALADI),2008,2.182,1.031,18.37,46426.405,73.9,18.289,14714.219,-1.057,1.149,12.548,1.05,0.098276454
623,388,Jamaica,2013,2.08,0.987,17.082,243.486,73.97,14.938,106.265,-3.975,0.565,9.627,1.05,0.787695675
264,2097,Countries with Access to the Sea: Latin America and the Caribbean,2018,2.028,0.96,16.366,50797.163,75.35,15.057,19538.882,-0.798,0.927,10.071,1.05,0.489613353
1290,1594,WHO: European Region (EURO),2018,1.81,0.852,12.115,55981.87,77.71,7.441,46447.94,1.719,0.378,2.063,1.06,0.309480684
112,2069,Belt-Road Initiative: Asia,2008,2.689,1.213,22.309,146519.044,69.13,39.243,42691.378,-0.871,1.494,15.809,1.06,0.495827581
690,941,Least developed countries,2018,4.003,1.762,31.614,157955.618,64.66,46.816,36786.934,-0.973,2.33,24.251,1.04,0.653995529
685,1559,"League of Arab States (LAS, informal name: Arab League)",2008,3.481,1.576,27.387,45899.732,69.33,33.416,9723.594,2.244,2.386,21.585,1.05,0.789788788
253,2094,Countries with Access to the Sea: Africa,2008,4.647,1.873,35.598,131240.531,57.49,66.944,39830.37,-0.756,2.407,24.794,1.04,0.297593089
485,1546,Eurasian Economic Community (Eurasec),2013,2.031,0.946,16.211,17343.914,70.15,15.036,12358.173,1.622,0.628,4.66,1.06,0.996731082
195,148,Chad,2018,5.797,2.249,42.433,3239.404,53.8,74.5,934.514,0.131,3.038,30.192,1.03,0.47607933
257,2095,Countries with Access to the Sea: Asia,2013,2.177,0.97,17.257,360230.404,71.98,29.007,143594.491,-0.245,1.014,10.378,1.1,0.266889544
1260,1509,WB region: East Asia and Pacific (excluding high income),2018,1.885,0.869,13.808,145533.21,75.13,14.027,73335.196,-0.361,0.649,6.85,1.1,0.293163438
116,2070,Belt-Road Initiative: Europe,2013,1.547,0.731,10.932,22749.798,74.39,6.643,25402.909,1.192,-0.008,-1.275,1.06,0.078363493
675,1830,Latin America and the Caribbean,2018,2.045,0.967,16.51,52746.134,75.24,15.454,20110.465,-0.816,0.94,10.215,1.05,0.438658212
343,2060,ESCAP: ADB Group C (Regular OCR only),2008,1.841,0.833,14.898,142314.794,72.71,20.818,64516.531,-0.621,0.752,8.144,1.13,0.875869395
1117,1610,UNFPA: Asia and the Pacific (AP),2008,2.333,1.02,19.044,343762.817,69.08,39.149,128837.456,-0.901,1.101,11.907,1.1,0.230009744
967,2093,"SIDS Atlantic, and Indian Ocean, Mediterranean and South China Sea (AIMS)",2008,2.613,1.144,20.128,1291.956,70.71,39.775,389.296,13.501,2.761,14.063,1.05,0.200195202
1315,900,World,2008,2.584,1.122,20.34,686395.224,68.92,40.978,271478.675,0,1.23,12.295,1.07,0.922057451
990,682,Saudi Arabia,2018,2.34,1.128,18.028,2998.53,74.9,6.305,577.222,4.058,1.863,14.558,1.03,0.337586194
533,270,Gambia,2013,5.5,2.318,40.424,392.02,60.32,49.82,83.919,-1.592,3.024,31.77,1.03,0.264314987
166,120,Cameroon,2008,5.25,2.084,40.29,3835.062,53.97,80.453,1173.229,-0.567,2.744,27.964,1.03,0.233155748
622,388,Jamaica,2008,2.28,1.082,18.506,256.789,74.15,16.702,99.01,-6.293,0.508,11.371,1.05,0.309044509
1305,922,Western Asia,2018,2.653,1.239,20.587,27653.693,74.57,18.037,6649.893,0.726,1.637,15.636,1.05,0.809740874
148,96,Brunei Darussalam,2008,1.884,0.895,17.398,32.784,74.43,9.257,7.001,-1.198,1.249,13.683,1.055,0.813419272
131,1527,Black Sea Economic Cooperation (BSEC),2013,1.759,0.829,13.354,22403.053,72.07,10.338,19167.071,1.775,0.37,1.929,1.06,0.02590446
1179,2031,UNICEF Regions: Latin America and Caribbean,2018,2.045,0.967,16.51,52746.134,75.24,15.454,20110.465,-0.816,0.94,10.215,1.05,0.072720759
1132,1818,UNICEF PROGRAMME REGIONS,2008,2.748,1.189,22.286,617002.582,66.95,44.954,215146.318,-0.687,1.383,14.515,1.08,0.843001395
182,916,Central America,2013,2.39,1.133,20.33,16596.788,74.59,16.913,4416.242,-1.008,1.392,14.92,1.05,0.7337896
279,531,CuraÃ§ao,2018,1.76,0.845,10.834,8.774,78.63,9.05,7.099,3.177,0.525,2.068,1.05,0.111304224
143,72,Botswana,2013,3.014,1.375,27.453,281.927,64.41,35.467,75.183,-7.122,1.301,20.132,1.031,0.053217447
590,1503,High-income countries,2013,1.723,0.82,11.461,69656.752,80.29,5.11,51143.061,3.015,0.606,3.046,1.05,0.857550614
997,690,Seychelles,2008,2.3,1.089,18.956,8.526,72.59,12.15,3.186,-6.058,0.581,11.873,1.06,0.237229437
882,905,Northern America,2013,1.849,0.89,12.383,21679.589,79.23,5.846,14134.682,3.541,0.785,4.31,1.05,0.231349899
1204,804,Ukraine,2008,1.383,0.654,10.366,2401.846,67.89,12.636,3770.069,1.163,-0.474,-5.905,1.063,0.710961504
1105,795,Turkmenistan,2008,2.65,1.199,23.356,574.673,65.87,54.138,179.394,-2.549,1.352,16.065,1.046,0.346566513
719,1479,Less developed: Africa,2013,4.73,1.978,35.863,199194.633,60.25,55.933,51798.613,-0.767,2.581,26.537,1.04,0.175191431
418,2066,ESCWA: Arab least developed countries,2008,5.286,2.218,37.532,13200.952,60.94,59.719,3095.31,-3.584,2.518,28.732,1.04,0.681682053
558,1523,Group of Eight (G8),2018,1.688,0.809,10.805,49193.675,79.47,4.635,45391.056,2.681,0.352,0.835,1.05,0.8316417
60,1207,Asia-Pacific Economic Cooperation (APEC),2018,1.834,0.851,13.086,191564.547,76.73,11.131,109458.727,0.46,0.607,5.609,1.09,0.032696345
746,442,Luxembourg,2013,1.546,0.749,11.158,29.978,81.14,3.414,19.829,18.129,2.193,3.777,1.046,0.401305028
1203,800,Uganda,2018,5.01,2.218,38.437,8068.514,62.76,46.138,1396.428,4.018,3.59,31.785,1.03,0.915751048
1028,931,South America,2013,2.017,0.956,16.598,33400.167,74.68,15.374,12287.714,-0.643,0.985,10.492,1.05,0.188707737
48,32,Argentina,2018,2.268,1.09,17.112,3776.183,76.45,10.225,1679.826,0.109,0.961,9.5,1.04,0.781161858
952,498,Republic of Moldova,2008,1.27,0.602,10.958,225.881,68.27,15.591,251.189,-2.324,-0.355,-1.228,1.056,0.156462197
757,462,Maldives,2008,2.288,1.082,20.15,34.524,74.81,14.764,6.39,10.502,2.696,16.42,1.064,0.565047953
519,250,France,2018,1.852,0.897,11.235,3643.815,82.46,3.032,3006.133,0.563,0.253,1.966,1.049,0.331219331
265,2098,Countries with Access to the Sea: Northern America,2008,2.015,0.969,13.547,22711.27,78.44,6.652,13462.129,4.027,0.955,5.517,1.05,0.301727054
968,2093,"SIDS Atlantic, and Indian Ocean, Mediterranean and South China Sea (AIMS)",2013,2.468,1.092,18.732,1343.2,72.75,33.449,414.212,4.301,1.727,12.955,1.05,0.330367449
583,328,Guyana,2008,2.726,1.251,21.522,80.47,67.37,31.953,27.123,-13.394,0.087,14.268,1.05,0.078497959
62,1824,Asia-Pacific Group,2013,2.211,0.985,17.572,378080.175,71.79,29.644,148130.055,-0.316,1.037,10.687,1.09,0.987293861
948,634,Qatar,2018,1.881,0.909,9.661,131.559,80.02,6.287,16.212,14.688,2.318,8.47,1.045,0.206454924
289,408,Dem. People's Republic of Korea,2008,1.95,0.896,14.486,1754.748,68.44,27.269,1085.396,-0.204,0.532,5.526,1.05,0.798731582
1100,788,Tunisia,2013,2.252,1.065,19.042,1038.49,75.45,14.557,343.777,-2.75,0.999,12.739,1.066,0.930641463
34,12,Algeria,2008,2.724,1.266,23.064,3985.93,74.17,29.398,800.858,-2.068,1.637,18.43,1.05,0.503913848
1192,2040,UNICEF Regions: West and Central Africa,2008,5.858,2.212,41.981,81419.42,52.95,81.984,25682.827,-0.464,2.832,28.739,1.04,0.520526898
398,1062,ESCAP: low income,2013,2.536,1.123,20.944,200476.073,67.92,42.016,67829.675,-0.92,1.294,13.858,1.09,0.218676203
512,242,Fiji,2013,2.787,1.277,22.254,96.16,66.95,19.95,35.399,-12.022,0.204,14.062,1.06,0.042296536
334,2061,ESCAP: ADB Developing member countries (DMCs),2008,2.353,1.027,19.157,343934.481,69.02,39.503,128911.664,-0.912,1.107,11.977,1.1,0.683090831
636,404,Kenya,2018,3.52,1.604,28.905,7345.341,66.18,36.34,1402.382,-0.197,2.322,23.387,1.03,0.753318148
339,2058,ESCAP: ADB Group A (Concessional assistanceÂ only),2018,2.789,1.26,23.51,18743.252,67.49,37.719,5475.677,-1.562,1.509,16.642,1.05,0.486867801
1181,2037,UNICEF Regions: Middle East and North Africa,2013,2.932,1.37,24.466,49541.741,73.01,20.879,10148.9,0.157,1.963,19.454,1.06,0.654868632
931,608,Philippines,2008,3.3,1.526,25.869,11660.094,69.45,25.461,2471.479,-3.435,1.696,20.386,1.06,0.146809222
988,682,Saudi Arabia,2008,3.225,1.54,23.308,2985.597,73.46,12.195,453.408,8.377,2.819,19.768,1.03,0.762478789
1205,804,Ukraine,2013,1.489,0.708,10.821,2454.095,70.91,8.753,3456.703,0.583,-0.384,-4.421,1.066,0.008073023
1228,834,United Republic of Tanzania,2008,5.579,2.32,41.33,8554.888,56.29,55.476,2157.833,-2.42,2.853,30.905,1.03,0.060201989
1004,694,Sierra Leone,2013,4.842,1.817,36.597,1243.167,51.42,97.125,465.889,-0.618,2.229,22.882,1.018,0.562235522
321,1071,ESCAP region: East and North-East Asia,2018,1.66,0.767,11.497,94155.487,77.73,9.395,60323.819,-0.145,0.399,4.131,1.12,0.479952641
951,410,Republic of Korea,2018,1.11,0.536,7.436,1897.816,82.77,2.106,1510.38,0.23,0.175,1.518,1.055,0.08706973
